2182;A;01/12/2004;38.0
2182;A;10/08/2005;40.0
2182;A;21/02/2008;47.0
2182;A;27/10/2008;50.0
2182;A;01/02/2010;55.0
2183;A;08/09/2003;40.0
2184;A;08/09/2003;40.0
2185;A;08/09/2003;40.0
2186;A;12/08/2005;40.0
2186;A;01/07/2007;42.0
2186;A;10/10/2007;43.0
2186;A;21/02/2008;47.0
2186;A;27/10/2008;50.0
2186;A;01/01/2010;55.0
2187;A;10/08/2005;40.0
2187;A;21/02/2008;47.0
2187;A;27/10/2008;50.0
2188;A;27/08/2005;40.0
2188;A;18/10/2006;42.0
2188;A;23/07/2007;43.0
2188;A;16/01/2011;55.0
2189;A;27/08/2005;40.0
2189;A;18/10/2006;42.0
2189;A;16/01/2011;55.0
2190;A;27/09/2002;40.0
2190;A;01/08/2003;40.0
2190;A;13/05/2006;43.0
2190;A;18/10/2006;43.0
2190;A;16/05/2007;50.0
2190;A;21/02/2008;56.5
2190;A;21/05/2008;56.5
2190;A;27/10/2008;57.0
2190;A;12/10/2009;60.0
2190;A;20/05/2010;61.0
2190;A;11/05/2011;60.0
2191;A;10/05/2005;35.0
2191;A;18/10/2006;35.0
2191;A;16/05/2007;40.0
2191;A;21/02/2008;46.5
2191;A;21/05/2008;46.5
2191;A;27/10/2008;50.0
2191;A;12/10/2009;55.0
2191;A;20/05/2010;51.0
2191;A;11/05/2011;51.0
2191;A;19/05/2012;54.0
2192;A;19/12/2009;50.0
2193;A;16/03/2011;45.0
2194;A;16/03/2011;45.0
2195;A;16/03/2011;45.0
2195;A;01/03/2012;55.0
2195;A;19/05/2012;55.0
2196;A;16/03/2011;45.0
2196;A;01/03/2012;53.0
2197;A;21/12/2010;40.0
2197;A;11/05/2011;41.0
2198;A;27/10/2008;40.0
2198;A;17/12/2010;40.0
2198;A;19/12/2011;50.0
2199;A;21/05/2008;50.0
2199;A;20/05/2009;50.0
2199;A;12/10/2009;55.0
2199;A;20/05/2010;51.0
2199;A;19/05/2012;54.0
2200;A;27/09/2002;26.0
2200;A;01/08/2003;26.0
2200;A;18/10/2006;26.0
2200;A;16/05/2007;35.0
2200;A;21/02/2008;36.5
2200;A;21/05/2008;36.5
2200;A;27/10/2008;40.0
2200;A;12/10/2009;43.0
2200;A;17/01/2011;40.0
2200;A;11/05/2011;43.0
2201;A;01/04/2003;16.0
2201;A;02/04/2003;16.0
2201;A;01/08/2003;16.0
2201;A;01/03/2012;50.0
2202;A;16/05/2007;43.0
2202;A;21/08/2007;44.0
2202;A;21/02/2008;56.5
2202;A;21/05/2008;56.5
2202;A;27/10/2008;50.0
2202;A;12/10/2009;55.0
2202;A;20/05/2010;51.0
2202;A;11/05/2011;51.0
2202;A;19/05/2012;54.0
2203;A;16/05/2007;43.0
2203;A;21/08/2007;44.0
2203;A;21/02/2008;56.5
2203;A;21/05/2008;56.5
2203;A;27/10/2008;50.0
2203;A;12/10/2009;55.0
2203;A;20/05/2010;51.0
2203;A;11/05/2011;51.0
2203;A;19/05/2012;54.0
2204;A;16/12/2010;40.0
2204;A;17/12/2010;40.0
2205;A;17/12/2010;40.0
2205;A;19/12/2011;50.0
2206;A;27/10/2008;20.0
2206;A;17/12/2010;40.0
2207;A;22/10/2010;30.0
2208;A;21/05/2008;56.5
2209;A;19/05/2010;41.0
2210;A;19/05/2010;4.5
2211;A;20/05/2010;26.0
2211;A;16/01/2011;35.0
2212;A;20/05/2010;15.0
2213;A;20/05/2010;15.0
2214;A;21/07/2010;15.0
2215;A;12/05/2011;35.0
2216;A;19/10/2011;40.0
2217;A;19/10/2011;40.0
